ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_colrow,Metadata_treatment,FileName_raw,PathName_raw,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensity_gfp_bgCorr,Intensity_MeanIntensity_gfp_bgCorr,Intensity_StdIntensity_gfp_bgCorr,Number_Object_Number,RadialDistribution_RadialCV_gfp_bgCorr_1of4,RadialDistribution_RadialCV_gfp_bgCorr_2of4,RadialDistribution_RadialCV_gfp_bgCorr_3of4,RadialDistribution_RadialCV_gfp_bgCorr_4of4
28,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/04D.tif,0,0,04D,matrigel5,04D.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,19503,187.56781008050044,99.02358611495667,4.860500135053798,0.7605611303520878,157.5816957675284,1,0.5472222222222223,0.2057401444736163,210.50280481185757,237.92856070678022,60.728905802755904,18.473562655838826,15.297058540778355,145.51141829349365,136.6723834904649,-1.1303272975415863,1091.4305909532989,0.7767953160473174,183.0822815001011,0.009387390734763938,0.01701598663056182,1,0.27783879675291223,0.8653057036411906,1.1943147543353934,1.7486799790817107
29,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/04E.tif,0,0,04E,matrigel5,04E.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16615,187.40036111947035,119.3853144748721,2.2060154661049522,0.6088780841205133,145.4471554750203,1,0.7248494895733356,0.45330597874984463,166.1852912769566,174.0028735394907,61.032778078668514,20.408861444716244,17.88854381999832,138.02637547899624,131.82877799701058,-1.2100109594218351,678.6711395993652,0.9130625927350662,84.96583360433578,0.005113802804955509,0.012086561485451225,1,1.4402503946419343,1.0379183020721325,1.7756100018894792,1.8321621624250242
30,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/04F.tif,0,0,04F,matrigel5,04F.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,15619,216.40591587169473,92.59171521864396,2.2681349899818963,0.7237509433892871,141.0203121866439,1,0.6472855366763365,0.4408908660273266,175.22001028917333,208.06249061279644,58.0,19.516532775854092,17.0,126.0,120.91254480874873,0.3822784581015261,667.2152954766495,0.8839275608375778,176.30913172662258,0.011288119068226044,0.026071793119451993,1,0.429979673762556,0.6095487023018824,0.764162126438,1.5056330888004454
31,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/04G.tif,0,0,04G,matrigel5,04G.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,17574,138.88847160578126,96.28872197564584,2.906826501230398,0.7086396129500829,149.58580066027574,1,0.5982434640522876,0.34401778006933714,187.17506754223763,196.65706191235543,57.38466694161429,18.401006002011165,16.1245154965971,143.7410088610373,132.06522834167615,0.29053316800930773,801.216341497176,0.8544756162785044,6.712393403053284,0.0003819502334729307,0.0027389989992740353,1,0.0,0.0,0.0,1.4311699239937006
33,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05A.tif,0,0,05A,matrigel5,05A.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,18355,93.8329610460365,69.09212748569873,1.6431401382650133,0.5197742358759594,152.87351583454182,1,0.7283730158730158,0.6085908174916212,166.79789989418623,172.80046296234278,63.245553203367585,21.65626408705978,19.0,147.38256536427846,142.4960563823863,-1.1714069020104099,615.6295090390227,0.9304978201358614,126.8772619664669,0.006912408715143934,0.012031760905358476,1,0.1923375310371431,0.6937849889031981,1.3107890824852455,1.0501582849133004
34,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05B.tif,0,0,05B,matrigel5,05B.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,15857,193.3682285425995,70.71942990477392,1.5592273594355432,0.1364138387738017,142.0906733774792,1,0.7096759756534192,0.6413432870764982,147.0512046986978,162.63148526653748,56.71860364994893,20.033805816375917,17.88854381999832,146.0,145.67656109277056,1.5518669054402292,557.4041122946064,0.9007100255609202,149.530547529459,0.009429939303112757,0.013134987265203095,1,0.7124487888510298,0.960391602645896,1.065381752475303,1.3342443815515352
35,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05C.tif,0,0,05C,matrigel5,05C.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,18992,133.33524641954506,112.11088879528222,3.5239471127492195,0.7412749820828145,155.50358656188678,1,0.5967823026646556,0.2837727037338669,194.32794970339407,215.24404753674375,63.51377803280167,20.308761875411598,16.97056274847714,135.30446146999464,130.43320370911704,-1.0357788637858059,917.0752518939717,0.8653180244213595,68.54440099000931,0.003609119681445309,0.012011220646097272,1,2.6457513110645903,1.941242183308781,2.3700569793145867,2.0397026520793116
36,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05D.tif,0,0,05D,matrigel5,05D.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16745,134.56745297103612,103.08432367871006,2.3350752374781836,0.29509044555687686,146.01505462311172,1,0.5870289219982472,0.42825172566172737,156.07446038069105,182.3869512876401,56.92099788303083,19.09589885585377,16.97056274847714,154.3565115001212,149.12435914021128,-0.886716094954109,700.9676041556469,0.8678414096916299,249.34652882814407,0.014890804946440375,0.02135948838864103,1,0.44333537588619715,0.8638882731064904,1.0500026445142365,0.9541112411712023
37,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05E.tif,0,0,05E,matrigel5,05E.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16623,144.7288094808398,117.93906033808578,8.955222887585373,0.9667986110307499,145.4821671275645,1,0.31927398444252375,0.11166667904897154,343.97141419302415,307.8830946966722,42.720018726587654,11.431054865682777,8.602325267042627,103.71696642431384,87.89828969108318,1.109483586832345,1367.7220048756972,0.640207972270364,36.633225470781326,0.002203767398831819,0.008258787309935369,1,0.0,0.0,0.0,1.1161893082883145
38,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05F.tif,0,0,05F,matrigel5,05F.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,20941,170.96031708132372,97.99828088438947,2.4254205482009845,0.8627651790797524,163.2878112606665,1,0.5647518878101402,0.41229963221913557,244.1879672675656,239.20075250717753,55.758407437802596,18.313045233049667,16.492422502470642,127.15645165221414,123.46261607636102,-1.0687886184806226,798.9087296526011,0.8348682374516605,211.84245835244656,0.01011615769793451,0.035389769396578175,1,0.0,0.0,0.0,1.7203082999857922
39,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05G.tif,0,0,05G,matrigel5,05G.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16909,147.2641788396712,84.51499201608611,3.6104449668013583,0.8133929261800367,146.728345802462,1,0.612378675937998,0.2769741705510446,201.59173229044973,213.45959805077868,55.036351623268054,16.541295627354312,14.0,130.27418236498247,117.2688663514679,-0.6755520026234958,875.8792924010783,0.8468048878205128,218.22428819537163,0.012905806859978214,0.029096118722077846,1,2.6457513110645907,1.8342549137110586,1.9656673765242978,1.6560226509211229
40,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/05H.tif,0,0,05H,matrigel5,05H.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,20354,139.05423995283482,58.2841701876781,1.8021854311721772,0.7741491252628981,160.98297330320216,1,0.7301621466494476,0.5548818577173715,208.48353491786787,212.46176126540982,64.51356446515724,22.304220246634763,19.697715603592208,137.0,131.97075803069657,-1.264813508318312,678.9371208835976,0.9415737613914974,54.37792298197746,0.0026716086755417838,0.00883347984966669,1,0.0,0.0,2.4456193512113846,2.244344620156581
41,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06A.tif,0,0,06A,matrigel5,06A.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,20972,111.97358382605378,148.98321571619303,1.1732409641343091,0.49083493721035765,163.40862808366586,1,0.7318026380068393,0.8523398266594474,175.6926513160402,180.93645293306707,74.95331880577403,26.287006072602793,23.259406699226016,154.68362002756695,153.0726763770237,-1.1765778113742758,556.0559159102155,0.981513548930594,15.94987267255783,0.0007605317886972073,0.0037898209851372137,1,2.6457513110645907,2.5707312819832056,2.6126405335510015,2.625136043519391
42,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06B.tif,0,0,06B,matrigel5,06B.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,18223,145.3030236514295,157.34357679855128,4.495962367274525,0.7386629722577007,152.3228289643705,1,0.512212946566602,0.22242179055564584,199.57848493416788,207.06037766796427,56.43580423808985,17.201795308322474,14.212670403551895,141.24192184972873,134.53085358140441,0.996568106159555,1014.6732316404182,0.8025985465756441,158.25806564092636,0.008684523165281587,0.024932447285834745,1,0.0,0.0,2.6457513110645903,2.424889815219288
43,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06C.tif,0,0,06C,matrigel5,06C.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,18409,135.18968982562876,112.41056005214841,5.265574418006943,0.7841103626059901,153.09822591731626,1,0.5563648452611218,0.18991280354527912,203.03823226855081,203.38387350033435,46.861498055439924,16.21187254796946,14.142135623730951,138.88125094945312,126.00987476380024,-0.7728778845124312,1103.6793282948279,0.8135495845854693,103.51607233285904,0.0056231230557259515,0.01890327130535231,1,0.0,0.0,2.351634712849426,1.7637797761852512
44,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06D.tif,0,0,06D,matrigel5,06D.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,18029,126.83831604636974,112.06328692661823,3.4309136129084448,0.30079584391378683,151.50985364665314,1,0.47748821441813655,0.29146755436732863,171.11905712673357,203.59027481684876,54.91812087098393,17.122621088618764,14.866068747318506,174.80796882147234,163.19428635521652,-0.4341754491346143,881.6488450227788,0.7467898268577583,63.066204249858856,0.003498042279098056,0.00978757504478475,1,1.0667540990524285,1.6330919458707818,2.127766364400009,1.6864062333922079
45,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06E.tif,0,0,06E,matrigel5,06E.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,20556,175.2204222611403,126.36568398521113,3.8027338601245115,0.7377182084622727,161.77982594123412,1,0.596240863209189,0.26296870535327377,206.26785718062882,226.83253734859116,63.63961030678928,20.06827715198122,17.0,154.47537259887122,139.25323836981374,0.21060465211690838,991.1107857999043,0.8377210856630533,190.43885216116905,0.009264392496651539,0.01813459046814908,1,2.3102666023241043,1.6766078714691988,1.6479014518389028,1.8397516085678585
46,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06F.tif,0,0,06F,matrigel5,06F.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16466,159.75106279606462,88.61630025507105,2.16472931470971,0.8232924715632065,144.79351623470296,1,0.5884076615208691,0.4619515212386265,201.93882156036062,204.04411287758342,53.45091205957107,17.712320672763983,15.811388300841896,127.61948944754897,114.62398769417544,-0.6158522764934576,669.2691193458119,0.8628170194927688,106.93502713739872,0.006494292914939798,0.012576345037440885,1,0.0,1.733486429942692,2.2846752157375487,1.9070890866080406
47,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06G.tif,0,0,06G,matrigel5,06G.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,19053,151.7950453996746,96.26284574607674,3.843151536258763,0.662666606772572,155.7531156858156,1,0.6393624161073825,0.26020311470035906,186.8023051329959,200.6913052426537,61.326992425847855,19.390090938957755,16.1245154965971,144.6578666817526,139.8989599309363,-0.01839394029352812,959.2468247692254,0.832263137203512,173.91471374034882,0.009127943827237119,0.045912102809957354,1,2.6457513110645907,2.564248845512206,2.600786780114879,2.227447493800286
48,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/06H.tif,0,0,06H,matrigel5,06H.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,19520,81.46536885245902,87.87315573770492,1.3234352351044911,0.5122166084325116,157.65035969901996,1,0.7064273306311523,0.755609321464866,171.8080587124309,175.410946066658,65.0,23.848990139616348,21.213203435596427,149.37992166235267,147.55843381560445,-0.3053280113211028,569.7655480083437,0.9451869068371102,66.4951360821724,0.0034065131189637498,0.017969101582916692,1,0.0,2.6457513110645907,1.7271076198950148,1.7910050112545275
49,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/07A.tif,0,0,07A,pre2i,07A.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,13823,131.00043405917674,152.81964841206684,1.7059100972280588,0.9105910850026571,132.66495478035694,1,0.6578621739958119,0.5861973627009446,213.8614366225248,203.8872237291979,44.14748010928823,16.19525305441004,15.0,97.05748789112455,88.39073916264843,0.08145431993408746,544.3574311003804,0.8798854232972629,156.60338285565376,0.011329189239358588,0.026276192156910586,1,0.0,0.0,2.6457513110645907,1.7412377559988672
50,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/07B.tif,0,0,07B,pre2i,07B.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,13432,139.78000297796308,143.73875818939845,1.8383492480595993,0.8955540859368604,130.77520240811216,1,0.5555004135649297,0.54396627901663,209.6674447544718,195.97959077414157,40.80441152620633,15.227601127050464,14.212670403551895,104.15221765938097,93.29208950204817,-0.43645245345090095,557.0437226013956,0.860418935366088,237.70339065790176,0.017696797994185658,0.028765548517087392,1,2.6457513110645907,1.7414700063391308,1.9848013545620355,1.9085546401323314
51,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/07C.tif,0,0,07C,pre2i,07C.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,13154,139.82476813136688,137.2642542192489,1.4791809094037875,0.8764962379431855,129.41480970679643,1,0.7256178287731686,0.6760498284169103,188.1121253687496,184.808008484481,46.0,17.38799697509921,16.0312195418814,93.94071749110581,90.5588153761566,-1.3123692065606485,494.47518010647184,0.9476945244956773,189.17369684576988,0.014381457871808567,0.027061343035581102,1,2.6457513110645903,2.4442202318445303,1.8836576594617866,2.054625816147549
