ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_colrow,Metadata_treatment,FileName_raw,PathName_raw,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensity_gfp_bgCorr,Intensity_MeanIntensity_gfp_bgCorr,Intensity_StdIntensity_gfp_bgCorr,Number_Object_Number,RadialDistribution_RadialCV_gfp_bgCorr_1of4,RadialDistribution_RadialCV_gfp_bgCorr_2of4,RadialDistribution_RadialCV_gfp_bgCorr_3of4,RadialDistribution_RadialCV_gfp_bgCorr_4of4
11,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/02C.tif,0,0,02C,control,02C.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,17395,152.69646450129346,129.24116125323368,1.6051221924723067,0.8583098789093748,148.82204769679845,1,0.6349003576903424,0.6230055286069774,217.94199686599768,206.0728026693479,56.293871780150276,18.947937822309402,17.204650534085253,122.85291905654391,111.83294952396774,0.25875518389740226,592.3401871576773,0.902277089060636,560.2686543166637,0.03220860329500798,0.07487771995729617,1,1.1829683262845954,1.721346114249948,1.3538752933315137,2.305636976040836
12,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/02D.tif,0,0,02D,control,02D.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,15849,157.63997728563317,126.64376301343934,1.2686303692107304,0.5730878897822145,142.0548258402635,1,0.7196894015075833,0.7882516643694595,158.998677017993,165.71059109181888,60.802960454241045,21.525377363805354,19.209372712298546,134.1517109273349,130.29844771393778,0.8332972587152371,502.65894629054543,0.9610113994664079,49.92960071563721,0.003150331296336501,0.013391364372681161,1,0.0,0.0,2.547843378586122,2.4956980968642046
13,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/02E.tif,0,0,02E,control,02E.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,13814,155.5122339655422,125.23599247140582,1.3473991466000934,0.7851727690695284,132.62175941741813,1,0.6355647573038877,0.7421705754551727,172.3090055027371,171.89822570346675,54.70831746635972,19.06372932878157,17.11724276862369,112.21105241774319,106.7069650443927,-0.5272055774313311,483.6295090390226,0.9490896599106836,43.86631938815117,0.003175497277265902,0.008801552575004758,1,0.0,0.0,2.554673727631786,1.733490522149335
14,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/02F.tif,0,0,02F,control,02F.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16305,170.64145967494633,107.54234897270776,1.5985073369662097,0.856339845206006,144.0839018659157,1,0.5859838274932615,0.6255836159613065,205.6824486800579,205.6817930688081,49.24428900898052,18.499754698599933,17.0,117.05762550860717,106.21702722989329,-0.8934558319314426,572.2985565973347,0.9069922678978695,253.25309386849403,0.01553223513452892,0.03479843966971022,1,0.0,1.7581477138255697,1.3203933196604603,1.2926004748105606
15,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/02G.tif,0,0,02G,control,02G.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16096,160.93607107355865,104.37841699801193,1.192587522060595,0.5508599807271891,143.15747871507511,1,0.750186428038777,0.8385128818656131,157.5828576066834,159.6151621870554,63.56886030125127,22.50619972343475,20.024984394500787,132.93607486307093,131.518286816094,-0.947757157393032,491.144227664784,0.9750424036830627,165.86557966470718,0.010304770108393835,0.032057634710100695,1,1.720622726677154,1.8330288176496223,1.3917358128077804,2.3458710360926034
16,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/02H.tif,0,0,02H,control,02H.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,17751,143.25745028449103,105.43270801644978,1.7374147538785234,0.8641130029137934,150.337204838303,1,0.5813328966759457,0.5755678071500469,218.59472509224275,222.44100341438852,58.137767414994535,19.936175141535987,18.0,121.64209797598856,110.01825350563796,0.5772637503708422,622.541197284454,0.9124601624344608,221.05003282427788,0.012452821408612353,0.040328274128950986,1,2.432146844708302,1.7963493735516864,2.52856164327928,2.3520980386617887
17,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03A.tif,0,0,03A,control,03A.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,13709,154.19840980377853,153.6489897147859,1.4237183741602522,0.7302752556586416,132.11677001340271,1,0.6896916033606681,0.7023861025814373,162.86980123367448,169.85287751463028,55.44366510251645,19.02941974649082,16.76305461424021,118.08683245815344,111.26499684631463,0.8336375125320613,495.2447327281724,0.9315077801182307,127.14315378665924,0.009274429483307261,0.022864312073838437,1,0.0,2.5841730329697405,2.3260419726878205,1.1759101897907682
18,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03B.tif,0,0,03B,control,03B.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,13873,159.8972824911699,150.30080011533195,1.8167826904082611,0.8135362925429815,132.9046733719733,1,0.6130357931948741,0.550423562091118,176.47890762678696,179.8054504179448,51.884487084291386,18.653954108975473,16.76305461424021,107.12680916395435,102.6249810609676,-0.7190943387484449,562.7838379715733,0.9291407139508405,126.2177663743496,0.009098087390928393,0.02042275889658897,1,0.0,1.948743788226942,1.8239784450617476,1.7585479244437405
19,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03C.tif,0,0,03C,control,03C.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,15695,146.03491557820962,137.77604332589996,1.3695705587594393,0.6616186698184484,141.36298898445227,1,0.7047597665020207,0.7301558825167815,166.5785153630453,171.64206943520577,58.0,20.779395090905396,18.601075237738275,128.69271567766822,124.90731284019151,-0.14979843966688433,519.7300141024109,0.9565455875182838,35.976468443870544,0.00229222481324438,0.010189610028770573,1,0.0,0.0,2.6457513110645907,2.315344820241496
20,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03D.tif,0,0,03D,control,03D.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,14973,146.63420824150137,134.684899485741,1.839402943248445,0.754228682687735,138.0732258742425,1,0.6457497735800233,0.543654669940871,181.7813756987957,177.2484132510077,42.190046219457976,16.41677949413248,15.264337522473747,124.13870947137359,119.3598016073382,1.52374852386923,588.2985565973347,0.8705738705738706,169.67806816101074,0.011332269295465889,0.027543343508964264,1,0.0,0.0,2.6457513110645907,2.2764633308555244
21,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03E.tif,0,0,03E,control,03E.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16826,153.5564602401046,118.32758825627006,1.4562675932265647,0.7907729549823077,146.36778532079336,1,0.6811594202898551,0.6866869829770502,190.51059238344024,189.20095137181525,58.008620049092706,20.71667118647183,18.73491796016267,119.65514130980047,116.61335802656617,1.16325364901031,554.9015869776647,0.9415780637940683,333.8566612303257,0.01984171289850979,0.037307539595255075,1,0.3558825323363955,1.3821457724104043,1.7850635895838483,1.2656136591357101
22,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03F.tif,0,0,03F,control,03F.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,15946,143.08045904929136,114.63884359714035,1.1740866581316634,0.5366517658607358,142.48886896998974,1,0.7454885460495558,0.8517258867342131,156.34425499092595,160.0562401157793,63.60031446463138,22.525063001788396,20.024984394500787,133.1861358308243,131.92387918431982,0.3617797878121783,485.0437226013957,0.984320987654321,116.3235180079937,0.007294839960365841,0.02299617905163359,1,0.0,2.6457513110645903,2.435603713647361,2.1026253194583115
23,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03G.tif,0,0,03G,control,03G.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,16008,156.56453023488257,115.35301099450275,2.356100533074864,0.7280522333460682,142.7656073153492,1,0.7009984235417761,0.42443010642459095,176.55832213978664,173.76996288196645,52.3450093132096,20.231876930994762,18.24828759089466,126.94117647058823,121.03455397585549,0.056388356300787125,688.4467888754756,0.9063526214471748,133.6732231080532,0.00835040124363151,0.022551640461190414,1,0.0,1.8237728436830365,1.9343546140504448,1.7001274576248355
24,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/03H.tif,0,0,03H,control,03H.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,12892,152.05662426310892,122.3080204778157,1.663588456227785,0.5020677574448967,128.1194919234607,1,0.5968518518518519,0.6011102062270359,139.89541044297025,175.13708916160505,58.82176467941097,20.440206555093233,18.0,120.91525958289962,120.98550824849437,0.8532478765396412,519.144227664784,0.8678559407606866,41.231377482414246,0.003198214201242185,0.010872246666324206,1,1.6603141771864953,1.4129568948920328,1.4610900434817689,1.4574365674558167
25,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/04A.tif,0,0,04A,matrigel5,04A.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,17365,151.20708321336022,109.66991073999424,2.018539121813931,0.7053921698104347,148.6936605720839,1,0.6940447641886491,0.4954077873414534,179.59534121683805,187.8776197422141,56.859475903318,19.696955078383958,17.46424919657298,134.71827644127637,127.30027497117996,-1.2885750691859137,663.6833329081849,0.9110225066890509,469.9225999712944,0.027061479986829506,0.07714229199066423,1,0.5402527878771043,1.0665784605367685,1.4602903180451365,1.551986349164703
26,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/04B.tif,0,0,04B,matrigel5,04B.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,18443,208.98492653039094,138.6858428672125,3.276994664391357,0.7464677056162987,153.23954099236465,1,0.6901287232450232,0.30515765279274026,192.42013702927372,218.7532856896097,61.40032573203501,20.667399996098627,17.69180601295413,130.0,128.0405239450548,-0.22739719824767216,871.4823227814084,0.8769435595073939,142.83003841340542,0.0077444037528279245,0.021678294414978757,1,1.164771635911866,1.8390577534494557,2.5905706359095135,2.2949794279112834
27,1,file:///C:/Users/Hugo/Documents/GitHub/SPAOM2020-ws1-high-content-screening/dataset2D/images/04C.tif,0,0,04C,matrigel5,04C.tif,C:\Users\Hugo\Documents\GitHub\SPAOM2020-ws1-high-content-screening\dataset2D\images,9562,35.96276929512654,95.18667642752563,4.4999076010225885,0.7954516429900422,110.33909790621648,1,0.6209090909090909,0.22222678522837966,152.47688221666326,178.10109488714548,37.44329045369811,12.042556456309832,10.0,87.0,92.40359271592253,-0.00284452032251638,735.3279938488575,0.7735620095461532,224.018412232399,0.023427987056306106,0.02727549560462065,1,0.22855072261515938,0.35887114039241597,0.895848368501284,0.9330314846858933
